index	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Uniq600	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H MJ005-barcode49-umi8666bins-ubs-20	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A																														
Uniq601	gtdb+d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H MJ005-barcode49-umi3148bins-ubs-53																														
Uniq602	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A_121497;s__Coprococcus_A_121497 MJ005-barcode49-umi2063bins-ubs-63	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides																														
Uniq603	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_T;s__ MJ005-barcode49-umi24253bins-ubs-9																														
Uniq604	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__PP17-6a;g__PP17-6a;s__PP17-6a MJ010-1-barcode42-umi114097bins-ubs-5																														
Uniq605	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_B;s__Clostridium_B MJ010-1-barcode42-umi104298bins-ubs-6																														
Uniq606	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_B;s__Clostridium_B MJ010-1-barcode42-umi161923bins-ubs-3	gtdb+d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium																														
Uniq607	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	human_related+gut	human_related+oral	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__ MJ032-1-barcode33-umi65696bins-ubs-5																												
Uniq608	gg2+d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister MJ032-1-barcode33-umi41380bins-ubs-8	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A																														
Uniq609	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-273;s__ MJ032-1-barcode33-umi5208bins-ubs-67	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis																														
Uniq610	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__PP17-6a;g__PP17-6a;s__PP17-6a MJ009-1-barcode47-umi16218bins-ubs-25																														
Uniq611	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__Caproicibacterium MJ009-1-barcode47-umi38689bins-ubs-10	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq612	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Caloramatoraceae;g__Clostridium_AB;s__Clostridium_AB MJ009-1-barcode47-umi9869bins-ubs-48	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus																														
Uniq613	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__JN-1;s__ MJ009-1-barcode47-umi22776bins-ubs-17	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides																														
Uniq614	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__ MJ030-1-barcode28-umi36956bins-ubs-15	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides																														
Uniq615	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus MJ030-1-barcode28-umi102495bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq616	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter MJ030-1-barcode28-umi82420bins-ubs-7	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus																														
Uniq617	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__Caproicibacterium MJ030-1-barcode28-umi72637bins-ubs-6	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus																														
Uniq618	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter MJ030-1-barcode28-umi111253bins-ubs-4																														
Uniq619	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__ MJ030-1-barcode28-umi117025bins-ubs-3																														
Uniq620	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__ MJ030-1-barcode28-umi73316bins-ubs-7	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis																														
Uniq621	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__ MJ030-2-barcode70-umi94947bins-ubs-4																														
Uniq622	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter MJ030-2-barcode70-umi95141bins-ubs-4	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides																														
Uniq623	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter MJ030-2-barcode70-umi91071bins-ubs-5	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter																														
Uniq624	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter MJ030-2-barcode70-umi95344bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia																														
Uniq625	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__;f__;g__;s__ MJ032-1-barcode47-umi69734bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq626	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium	gg2+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__UBA9339;s__UBA9339 MJ030-2-barcode60-umi67bins-ubs-608	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides																													
Uniq627	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_T;s__Clostridium_T MJ030-2-barcode60-umi53227bins-ubs-13	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq628	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__BSN033;o__BSN033;f__UBA1163;g__DTGX01;s__DTGX01 MJ030-2-barcode60-umi15196bins-ubs-39	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq629	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus	gg2+d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__ MJ030-2-barcode60-umi10651bins-ubs-49																														
Uniq630	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__;s__ MJ030-2-barcode60-umi1315bins-ubs-132																														
Uniq631	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Paraclostridium;s__ MJ030-2-barcode60-umi11199bins-ubs-45	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides																														
Uniq632	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__Acetivibrionaceae;g__;s__ MJ030-2-barcode60-umi14623bins-ubs-42	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella																														
Uniq633	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JAAFHB01;s__ MJ030-2-barcode60-umi359bins-ubs-213																														
Uniq634	gtdb+d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia	gg2+d__Bacteria;p__Desulfobacterota_I;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__Desulfatirhabdium;s__ MJ030-2-barcode60-umi449bins-ubs-196																														
Uniq635	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Paenisporosarcina_303918;s__Paenisporosarcina MJ030-2-barcode60-umi74306bins-ubs-8	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia																														
Uniq636	gg2+d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA6215;f__UBA6215;g__UBA6215;s__ MJ030-2-barcode60-umi114502bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq637	gtdb+d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__;g__;s__ MJ031-1-barcode34-umi12909bins-ubs-35																														
Uniq638	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__OLB9 MJ031-1-barcode34-umi8758bins-ubs-54																														
Uniq639	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__;g__;s__ MJ032-2-barcode56-umi8594bins-ubs-51	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio																														
Uniq640	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__Syntrophia;o__Syntrophales;f__UBA5619;g__;s__ MJ031-2-barcode64-umi6194bins-ubs-68	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq641	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__BSN033;o__BSN033;f__UBA1163;g__DTGX01;s__DTGX01 MJ031-2-barcode64-umi44779bins-ubs-4																														
Uniq642	gg2+d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__XYA2-FULL-39-19;g__;s__ MJ031-2-barcode64-umi24763bins-ubs-19	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq643	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella	gg2+d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__;f__;g__;s__ MJ031-2-barcode64-umi569bins-ubs-445																														
Uniq644	gg2+d__Bacteria;p__UBA8481;c__UBA8481;o__UBA8481;f__UBA8481;g__UBA8481;s__ MJ031-2-barcode64-umi17970bins-ubs-26	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea																														
Uniq645	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__BSN033;o__BSN033;f__UBA1163;g__DTGX01;s__DTGX01 MJ031-2-barcode64-umi45366bins-ubs-4	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus																														
Uniq646	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__BSN033;o__BSN033;f__UBA1163;g__DTGX01;s__DTGX01 MJ031-2-barcode64-umi5255bins-ubs-80	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio																														
Uniq647	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__Acetivibrionaceae;g__;s__ MJ031-2-barcode64-umi1071bins-ubs-289	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio																														
Uniq648	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__BSN033;o__BSN033;f__UBA1163;g__DTGX01;s__DTGX01 MJ031-2-barcode67-umi43143bins-ubs-5	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia																														
Uniq649	gg2+d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__GCA-002774445;s__GCA-002774445 MJ031-2-barcode67-umi31291bins-ubs-11	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq650	gg2+d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__UBA3254;s__ MJ031-2-barcode67-umi30751bins-ubs-11	gtdb+d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium																														
Uniq651	gg2+d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter_776538;s__ MJ031-2-barcode67-umi39655bins-ubs-6	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A																														
Uniq652	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__UBA2020;g__UBA2020;s__UBA2020 MJ031-2-barcode67-umi17466bins-ubs-26																														
Uniq653	gg2+d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199 MJ031-2-barcode67-umi19800bins-ubs-27	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus																														
Uniq654	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__Lentimicrobium MJ031-2-barcode67-umi3320bins-ubs-120	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas																														
Uniq655	gtdb+d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter	gg2+d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__;g__;s__ MJ031-1-barcode28-umi1710bins-ubs-191																														
Uniq656	gtdb+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides	gg2+d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__DTME01;s__DTME01 MJ031-1-barcode28-umi18983bins-ubs-21																														
Uniq657	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia	gg2+d__Bacteria;p__Desulfobacterota_I;c__;o__;f__;g__;s__ MJ031-1-barcode28-umi1929bins-ubs-168																														
Uniq658	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17_877549;g__;s__ MJ031-1-barcode28-umi20776bins-ubs-20																														
Uniq659	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__Syntrophia;o__Syntrophales;f__PHBD01;g__PHBD01;s__PHBD01 MJ031-1-barcode28-umi6318bins-ubs-71	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq660	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus	gg2+d__Bacteria;p__Desulfobacterota_G_459544;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella_445204;s__Smithella MJ031-1-barcode28-umi2177bins-ubs-159																														
Uniq661	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A	gg2+d__Bacteria;p__Desulfobacterota_I;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__B111-G9;s__ MJ031-1-barcode28-umi8982bins-ubs-55																														
Uniq662	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium MJ031-1-barcode28-umi4179bins-ubs-103	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq663	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Nitrospirota_A_437815;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__0-14-3-00-41-53;s__0-14-3-00-41-53 MJ031-1-barcode28-umi19101bins-ubs-21																														
Uniq664	gg2+d__Bacteria;p__Nitrospirota_A_437815;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__0-14-3-00-41-53;s__0-14-3-00-41-53 MJ031-1-barcode28-umi23868bins-ubs-14	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter																														
Uniq665	gg2+d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae_785640;g__;s__ MJ031-1-barcode28-umi22810bins-ubs-19	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq666	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 MJ031-1-barcode28-umi11662bins-ubs-42																														
